ID;Activity;StartTime;EndTime
455;A;2017-02-18 07:26:00;2017-02-18 16:20:00
455;B1;2017-02-18 17:44:00;2017-02-18 10:41:00
455;C;2017-02-15 13:44:00;2017-02-15 21:01:00
455;D1;2017-02-15 03:24:00;2017-02-15 02:21:00
456;A;2017-04-30 07:07:00;2017-05-01 04:31:00
456;B1;2017-05-01 04:44:00;2017-05-01 04:04:00
456;C;2017-05-02 21:50:00;2017-05-02 20:47:00
456;D1;2017-04-30 11:46:00;2017-04-30 13:12:00
457;A;2017-01-11 20:08:00;2017-01-12 01:47:00
457;B1;2017-01-12 01:39:00;2017-01-12 07:15:00
457;C;2017-01-12 09:36:00;2017-01-14 13:56:00
457;D1;2017-01-12 21:58:00;2017-01-13 00:13:00
458;A;2017-05-23 14:48:00;2017-05-25 15:40:00
458;B1;2017-05-25 16:41:00;2017-05-25 22:22:00
458;C;2017-05-26 09:34:00;2017-05-26 07:11:00
458;D1;2017-05-29 06:38:00;2017-05-28 18:11:00
459;A;2017-08-07 11:27:00;2017-08-08 02:22:00
459;B1;2017-08-08 03:07:00;2017-08-08 04:46:00
459;C;2017-08-11 08:49:00;2017-08-11 08:41:00
459;D1;2017-08-11 05:06:00;2017-08-11 03:42:00
460;A;2017-01-06 09:37:00;2017-01-06 05:12:00
460;B1;2017-01-06 08:18:00;2017-01-06 10:26:00
460;C;2017-01-06 11:36:00;2017-01-06 02:52:00
460;D1;2017-01-06 20:08:00;2017-01-06 17:20:00
461;A;2017-05-31 19:38:00;2017-05-31 21:47:00
461;B1;2017-05-31 21:38:00;2017-05-31 05:30:00
461;C;2017-05-30 12:05:00;2017-05-29 15:52:00
461;D1;2017-05-29 14:10:00;2017-05-29 17:03:00
462;A;2018-08-12 03:48:00;2018-08-12 06:56:00
462;B1;2018-08-12 07:07:00;2018-08-12 07:53:00
462;C;2018-08-13 06:26:00;2018-08-13 14:37:00
462;D1;2018-08-10 15:49:00;2018-08-10 14:36:00
463;A;2017-08-01 03:58:00;2017-08-01 12:36:00
463;B1;2017-08-01 12:56:00;2017-07-31 22:25:00
463;C;2017-07-31 20:46:00;2017-07-30 21:50:00
463;D1;2017-08-01 17:10:00;2017-08-01 14:32:00
464;A;2017-01-14 19:36:00;2017-01-15 09:09:00
464;B1;2017-01-15 08:51:00;2017-01-15 20:33:00
464;C;2017-01-15 11:32:00;2017-01-15 10:44:00
464;D1;2017-01-12 17:05:00;2017-01-12 19:27:00
465;A;2018-04-25 09:39:00;2018-04-25 07:09:00
465;B1;2018-04-25 05:49:00;2018-04-25 05:36:00
465;C;2018-04-25 17:01:00;2018-04-26 03:33:00
465;D1;2018-04-26 14:39:00;2018-04-26 07:32:00
466;A;2019-03-15 00:15:00;2019-03-15 06:41:00
466;B1;2019-03-15 07:14:00;2019-03-15 08:00:00
466;C;2019-03-16 08:42:00;2019-03-16 04:08:00
466;D1;2019-03-16 04:00:00;2019-03-16 09:59:00
467;A;2017-12-17 14:24:00;2017-12-17 09:20:00
467;B1;2017-12-17 10:52:00;2017-12-17 11:37:00
467;C;2017-12-17 14:25:00;2017-12-19 13:56:00
467;D1;2017-12-17 06:17:00;2017-12-17 07:28:00
468;A;2017-03-22 15:26:00;2017-03-21 22:49:00
468;B1;2017-03-21 21:20:00;2017-03-21 17:09:00
468;C;2017-03-20 18:04:00;2017-03-20 12:13:00
468;D1;2017-03-20 12:13:00;2017-03-20 11:30:00
469;A;2017-05-05 09:31:00;2017-05-05 16:33:00
469;B1;2017-05-05 15:21:00;2017-05-05 09:50:00
469;C;2017-05-05 03:14:00;2017-05-04 09:21:00
469;D1;2017-05-03 07:55:00;2017-05-03 09:19:00
470;A;2017-06-03 19:20:00;2017-06-04 01:45:00
470;B1;2017-06-04 02:22:00;2017-06-04 07:04:00
470;C;2017-06-05 01:03:00;2017-06-04 07:54:00
470;D1;2017-06-07 03:24:00;2017-06-07 11:32:00
471;A;2017-05-27 11:20:00;2017-05-28 06:45:00
471;B1;2017-05-28 16:39:00;2017-05-28 17:44:00
471;C;2017-05-25 10:55:00;2017-05-25 00:51:00
471;D1;2017-05-23 00:53:00;2017-05-22 19:22:00
472;A;2017-01-29 18:00:00;2017-01-29 18:57:00
472;B1;2017-01-29 18:16:00;2017-01-29 17:57:00
472;C;2017-02-01 04:49:00;2017-02-01 04:35:00
472;D1;2017-02-02 16:05:00;2017-02-02 15:46:00
473;A;2017-02-08 22:36:00;2017-02-07 19:21:00
473;B1;2017-02-07 19:12:00;2017-02-07 14:07:00
473;C;2017-02-07 22:05:00;2017-02-09 15:51:00
473;D1;2017-02-15 12:35:00;2017-02-15 15:14:00
474;A;2017-04-24 07:44:00;2017-04-24 18:57:00
474;B1;2017-04-24 20:31:00;2017-04-24 22:51:00
474;C;2017-04-26 04:37:00;2017-04-25 13:31:00
474;D1;2017-04-27 01:33:00;2017-04-27 11:14:00
475;A;2018-04-04 14:51:00;2018-04-04 16:13:00
475;B1;2018-04-04 15:55:00;2018-04-04 16:54:00
475;C;2018-04-05 08:11:00;2018-04-05 16:39:00
475;D1;2018-04-09 12:39:00;2018-04-09 12:52:00
476;A;2017-06-26 00:53:00;2017-06-26 04:18:00
476;B1;2017-06-26 03:06:00;2017-06-26 06:08:00
476;C;2017-06-26 09:03:00;2017-06-25 23:29:00
476;D1;2017-06-22 16:30:00;2017-06-22 18:48:00
477;A;2017-01-27 11:38:00;2017-01-27 11:39:00
477;B1;2017-01-27 14:33:00;2017-01-27 20:28:00
477;C;2017-01-29 02:30:00;2017-01-28 20:22:00
477;D1;2017-01-29 12:25:00;2017-01-29 12:24:00
478;A;2017-11-27 03:45:00;2017-11-27 00:49:00
478;B1;2017-11-27 01:16:00;2017-11-27 00:42:00
478;C;2017-11-26 06:00:00;2017-11-25 10:15:00
478;D1;2017-11-28 12:44:00;2017-11-28 13:43:00
479;A;2018-01-19 16:05:00;2018-01-19 17:03:00
479;B1;2018-01-19 20:00:00;2018-01-20 15:16:00
479;C;2018-01-19 20:49:00;2018-01-18 01:46:00
479;D1;2018-01-16 22:08:00;2018-01-17 05:56:00
480;A;2017-10-18 06:50:00;2017-10-17 23:51:00
480;B1;2017-10-17 19:20:00;2017-10-17 22:04:00
480;C;2017-10-17 08:53:00;2017-10-18 00:13:00
480;D1;2017-10-18 20:46:00;2017-10-19 00:02:00
481;A;2017-04-10 18:49:00;2017-04-10 19:12:00
481;B1;2017-04-10 17:40:00;2017-04-10 20:17:00
481;C;2017-04-11 08:36:00;2017-04-12 01:58:00
481;D1;2017-04-13 11:21:00;2017-04-13 09:22:00
482;A;2017-03-17 12:58:00;2017-03-16 23:44:00
482;B1;2017-03-16 22:14:00;2017-03-16 23:24:00
482;C;2017-03-16 08:05:00;2017-03-16 19:05:00
482;D1;2017-03-17 16:05:00;2017-03-17 12:21:00
483;A;2017-04-30 10:15:00;2017-04-30 07:52:00
483;B1;2017-04-30 09:09:00;2017-04-30 07:33:00
483;C;2017-04-30 06:04:00;2017-04-28 18:32:00
483;D1;2017-04-27 05:36:00;2017-04-26 23:28:00
484;A;2017-04-28 00:00:00;2017-04-28 09:16:00
484;B1;2017-04-28 09:01:00;2017-04-28 09:16:00
484;C;2017-04-27 09:12:00;2017-04-26 11:39:00
484;D1;2017-04-25 22:36:00;2017-04-25 23:21:00
485;A;2017-09-09 18:26:00;2017-09-10 04:00:00
485;B1;2017-09-10 06:07:00;2017-09-10 12:06:00
485;C;2017-09-10 18:23:00;2017-09-09 09:13:00
485;D1;2017-09-05 21:37:00;2017-09-06 02:12:00
486;A;2017-12-17 08:33:00;2017-12-16 23:55:00
486;B1;2017-12-16 23:21:00;2017-12-16 21:23:00
486;C;2017-12-14 18:06:00;2017-12-15 03:00:00
486;D1;2017-12-16 05:53:00;2017-12-16 05:02:00
487;A;2017-12-07 14:45:00;2017-12-07 18:37:00
487;B1;2017-12-07 20:20:00;2017-12-08 00:34:00
487;C;2017-12-08 04:22:00;2017-12-07 20:36:00
487;D1;2017-12-07 08:45:00;2017-12-07 12:14:00
488;A;2017-07-04 01:38:00;2017-07-03 10:28:00
488;B1;2017-07-03 10:25:00;2017-07-03 09:12:00
488;C;2017-07-05 01:55:00;2017-07-04 15:14:00
488;D1;2017-07-05 19:46:00;2017-07-05 22:23:00
489;A;2017-04-20 15:21:00;2017-04-20 19:34:00
489;B1;2017-04-20 19:09:00;2017-04-20 15:16:00
489;C;2017-04-18 17:12:00;2017-04-18 06:35:00
489;D1;2017-04-17 08:08:00;2017-04-17 10:18:00
490;A;2017-02-21 23:36:00;2017-02-22 07:23:00
490;B1;2017-02-22 07:41:00;2017-02-22 11:33:00
490;C;2017-02-22 17:28:00;2017-02-23 11:16:00
490;D1;2017-02-21 21:48:00;2017-02-21 14:55:00
491;A;2017-04-28 04:17:00;2017-04-28 02:43:00
491;B1;2017-04-28 03:31:00;2017-04-27 20:20:00
491;C;2017-04-27 15:40:00;2017-04-26 06:57:00
491;D1;2017-04-23 15:11:00;2017-04-23 15:31:00
492;A;2017-04-18 07:47:00;2017-04-19 12:11:00
492;B1;2017-04-19 15:37:00;2017-04-19 15:45:00
492;C;2017-04-19 20:22:00;2017-04-19 04:03:00
492;D1;2017-04-17 23:10:00;2017-04-17 18:05:00
493;A;2017-01-28 04:29:00;2017-01-28 06:56:00
493;B1;2017-01-28 04:03:00;2017-01-28 05:09:00
493;C;2017-01-28 07:51:00;2017-01-27 15:43:00
493;D1;2017-01-24 15:52:00;2017-01-24 22:26:00
494;A;2017-04-25 12:45:00;2017-04-24 10:21:00
494;B1;2017-04-24 10:32:00;2017-04-24 19:52:00
494;C;2017-04-24 21:11:00;2017-04-24 18:29:00
494;D1;2017-04-27 22:49:00;2017-04-28 00:10:00
495;A;2017-08-07 19:44:00;2017-08-08 01:46:00
495;B1;2017-08-08 05:42:00;2017-08-08 08:45:00
495;C;2017-08-08 09:08:00;2017-08-08 17:14:00
495;D1;2017-08-08 10:53:00;2017-08-08 19:43:00
496;A;2017-04-07 22:52:00;2017-04-06 14:02:00
496;B1;2017-04-06 14:33:00;2017-04-06 13:53:00
496;C;2017-04-06 01:42:00;2017-04-04 05:00:00
496;D1;2017-04-05 07:12:00;2017-04-05 02:19:00
497;A;2017-03-08 13:29:00;2017-03-09 00:19:00
497;B1;2017-03-09 00:50:00;2017-03-09 01:56:00
497;C;2017-03-09 15:44:00;2017-03-10 05:00:00
497;D2;2017-03-09 12:06:00;2017-03-09 10:07:00
498;A;2018-07-14 19:40:00;2018-07-14 16:40:00
498;B1;2018-07-14 18:43:00;2018-07-14 16:18:00
498;C;2018-07-14 07:05:00;2018-07-14 06:42:00
498;D1;2018-07-14 23:39:00;2018-07-14 23:21:00
499;A;2017-07-25 13:37:00;2017-07-24 21:59:00
499;B1;2017-07-24 22:59:00;2017-07-24 23:09:00
499;C;2017-07-24 23:36:00;2017-07-24 09:31:00
499;D1;2017-07-25 00:29:00;2017-07-25 02:54:00
500;A;2017-08-17 08:37:00;2017-08-17 19:32:00
500;B1;2017-08-17 20:50:00;2017-08-17 22:36:00
500;C;2017-08-18 08:24:00;2017-08-18 21:07:00
500;D1;2017-08-17 22:21:00;2017-08-18 00:03:00
501;A;2017-09-09 07:05:00;2017-09-09 10:34:00
501;B1;2017-09-09 12:17:00;2017-09-09 10:40:00
501;C;2017-09-09 01:08:00;2017-09-09 14:36:00
501;D1;2017-09-10 20:14:00;2017-09-10 13:00:00
502;A;2017-02-28 04:10:00;2017-02-28 13:35:00
502;B1;2017-02-28 13:52:00;2017-02-28 22:17:00
502;C;2017-02-28 08:45:00;2017-03-02 10:29:00
502;D1;2017-03-03 03:19:00;2017-03-03 05:02:00
503;A;2017-04-26 23:01:00;2017-04-26 12:32:00
503;B1;2017-04-26 14:13:00;2017-04-26 15:04:00
503;C;2017-04-28 01:17:00;2017-04-27 05:43:00
503;D1;2017-04-28 21:24:00;2017-04-29 08:46:00
504;A;2017-04-07 05:59:00;2017-04-07 02:57:00
504;B1;2017-04-07 02:23:00;2017-04-07 05:23:00
504;C;2017-04-08 11:50:00;2017-04-08 07:09:00
504;D1;2017-04-06 04:45:00;2017-04-06 02:27:00
505;A;2017-01-09 09:32:00;2017-01-09 00:43:00
505;B1;2017-01-09 00:01:00;2017-01-09 02:59:00
505;C;2017-01-08 08:07:00;2017-01-07 19:45:00
505;D1;2017-01-07 15:52:00;2017-01-07 17:48:00
506;A;2017-01-22 09:16:00;2017-01-22 14:42:00
506;B1;2017-01-22 15:10:00;2017-01-22 18:51:00
506;C;2017-01-23 00:58:00;2017-01-22 03:32:00
506;D1;2017-01-23 10:55:00;2017-01-22 19:31:00
507;A;2017-01-28 21:09:00;2017-01-28 08:16:00
507;B1;2017-01-28 09:18:00;2017-01-28 04:02:00
507;C;2017-01-29 07:02:00;2017-01-30 22:21:00
507;D1;2017-02-02 08:24:00;2017-02-02 14:57:00
508;A;2017-09-18 11:13:00;2017-09-18 16:41:00
508;B1;2017-09-18 11:13:00;2017-09-18 05:26:00
508;C;2017-09-19 21:59:00;2017-09-18 07:35:00
508;D1;2017-09-19 03:10:00;2017-09-19 00:15:00
509;A;2018-03-25 06:57:00;2018-03-25 08:18:00
509;B1;2018-03-25 08:30:00;2018-03-25 07:52:00
509;C;2018-03-26 04:54:00;2018-03-26 00:52:00
509;D1;2018-03-25 23:03:00;2018-03-25 22:39:00
510;A;2017-10-07 03:00:00;2017-10-07 09:18:00
510;B1;2017-10-07 10:10:00;2017-10-07 10:58:00
510;C;2017-10-07 15:34:00;2017-10-08 02:09:00
510;D1;2017-10-08 16:17:00;2017-10-08 06:38:00
511;A;2017-01-21 04:00:00;2017-01-21 09:30:00
511;B1;2017-01-21 08:47:00;2017-01-21 03:07:00
511;C;2017-01-21 12:49:00;2017-01-22 17:35:00
511;D1;2017-01-21 21:55:00;2017-01-21 17:37:00
512;A;2017-04-09 09:25:00;2017-04-09 10:00:00
512;B1;2017-04-09 10:52:00;2017-04-09 15:19:00
512;C;2017-04-09 23:09:00;2017-04-10 11:57:00
512;D1;2017-04-12 03:35:00;2017-04-12 02:49:00
513;A;2017-01-02 00:41:00;2017-01-02 16:52:00
513;B1;2017-01-02 20:18:00;2017-01-02 19:30:00
513;C;2017-01-03 04:43:00;2017-01-03 13:25:00
513;D1;2017-01-04 11:09:00;2017-01-04 10:56:00
514;A;2018-03-07 01:49:00;2018-03-07 03:07:00
514;B1;2018-03-07 04:52:00;2018-03-07 04:44:00
514;C;2018-03-07 02:39:00;2018-03-05 00:34:00
514;D1;2018-03-03 18:00:00;2018-03-03 18:30:00
515;A;2017-04-17 19:38:00;2017-04-18 10:22:00
515;B1;2017-04-18 11:19:00;2017-04-18 12:14:00
515;C;2017-04-16 14:26:00;2017-04-17 21:14:00
515;D1;2017-04-18 20:49:00;2017-04-18 22:04:00
516;A;2017-01-17 23:33:00;2017-01-17 23:16:00
516;B1;2017-01-18 01:27:00;2017-01-18 10:46:00
516;C;2017-01-17 17:08:00;2017-01-18 03:32:00
516;D1;2017-01-14 08:24:00;2017-01-14 05:43:00
517;A;2017-03-24 18:18:00;2017-03-24 07:43:00
517;B1;2017-03-24 06:26:00;2017-03-24 10:51:00
517;C;2017-03-25 08:32:00;2017-03-25 19:00:00
517;D1;2017-03-25 01:57:00;2017-03-24 21:10:00
518;A;2017-07-31 11:37:00;2017-07-31 20:06:00
518;B1;2017-07-31 17:13:00;2017-07-31 20:16:00
518;C;2017-07-31 01:24:00;2017-07-31 10:35:00
518;D1;2017-07-30 19:58:00;2017-07-30 22:12:00
519;A;2017-05-20 20:37:00;2017-05-21 04:50:00
519;B1;2017-05-21 06:34:00;2017-05-21 10:52:00
519;C;2017-05-16 00:44:00;2017-05-16 19:11:00
519;D1;2017-05-16 21:25:00;2017-05-16 20:20:00
520;A;2020-11-09 02:57:00;2020-11-09 12:29:00
520;B1;2020-11-09 12:49:00;2020-11-09 21:38:00
520;C;2020-11-11 09:17:00;2020-11-11 16:25:00
520;D1;2020-11-10 01:43:00;2020-11-09 22:33:00
521;A;2017-05-22 21:30:00;2017-05-21 07:07:00
521;B1;2017-05-21 08:35:00;2017-05-21 11:53:00
521;C;2017-05-23 19:42:00;2017-05-24 19:33:00
521;D1;2017-05-25 18:51:00;2017-05-26 03:29:00
522;A;2019-04-16 20:25:00;2019-04-17 10:53:00
522;B1;2019-04-17 10:26:00;2019-04-17 16:25:00
522;C;2019-04-18 07:25:00;2019-04-20 01:48:00
522;D1;2019-04-20 10:31:00;2019-04-21 00:18:00
523;A;2017-02-25 08:13:00;2017-02-26 00:50:00
523;B1;2017-02-26 00:28:00;2017-02-26 00:46:00
523;C;2017-02-27 04:48:00;2017-02-27 06:38:00
523;D1;2017-02-27 09:32:00;2017-02-27 06:28:00
524;A;2018-08-06 08:43:00;2018-08-06 02:39:00
524;B1;2018-08-06 06:40:00;2018-08-06 07:14:00
524;C;2018-08-06 15:20:00;2018-08-06 15:11:00
524;D1;2018-08-05 14:46:00;2018-08-05 15:00:00
525;A;2017-05-05 23:28:00;2017-05-05 23:38:00
525;B1;2017-05-06 00:27:00;2017-05-06 17:36:00
525;C;2017-05-06 07:05:00;2017-05-04 18:50:00
525;D1;2017-05-04 13:00:00;2017-05-04 13:20:00
526;A;2017-05-23 13:32:00;2017-05-23 08:33:00
526;B1;2017-05-23 09:04:00;2017-05-23 10:59:00
526;C;2017-05-25 07:07:00;2017-05-24 14:59:00
526;D1;2017-05-25 01:20:00;2017-05-25 07:15:00
527;A;2017-05-18 17:57:00;2017-05-19 00:38:00
527;B1;2017-05-19 00:48:00;2017-05-19 00:52:00
527;C;2017-05-18 21:21:00;2017-05-18 23:34:00
527;D1;2017-05-17 04:30:00;2017-05-17 13:34:00
528;A;2017-05-26 17:17:00;2017-05-26 16:43:00
528;B1;2017-05-26 20:15:00;2017-05-26 21:57:00
528;C;2017-05-28 02:12:00;2017-05-27 17:07:00
528;D1;2017-05-26 12:40:00;2017-05-26 15:07:00
529;A;2017-02-25 11:42:00;2017-02-25 10:55:00
529;B1;2017-02-25 11:01:00;2017-02-25 09:05:00
529;C;2017-02-24 09:43:00;2017-02-23 22:32:00
529;D1;2017-02-23 05:39:00;2017-02-22 23:34:00
530;A;2017-01-08 15:13:00;2017-01-08 16:10:00
530;B1;2017-01-08 18:25:00;2017-01-08 17:54:00
530;C;2017-01-10 05:40:00;2017-01-09 01:09:00
530;D1;2017-01-08 16:20:00;2017-01-09 04:02:00
531;A;2017-04-13 18:36:00;2017-04-13 18:19:00
531;B1;2017-04-13 17:47:00;2017-04-13 23:58:00
531;C;2017-04-14 08:01:00;2017-04-14 09:55:00
531;D1;2017-04-12 13:10:00;2017-04-13 00:13:00
532;A;2017-03-08 13:44:00;2017-03-08 09:05:00
532;B1;2017-03-08 08:37:00;2017-03-08 08:01:00
532;C;2017-03-08 10:41:00;2017-03-09 12:53:00
532;D1;2017-03-11 21:51:00;2017-03-12 00:16:00
533;A;2017-12-05 13:27:00;2017-12-05 18:53:00
533;B1;2017-12-05 19:01:00;2017-12-06 01:25:00
533;C;2017-12-05 06:53:00;2017-12-03 10:49:00
533;D1;2017-12-04 02:22:00;2017-12-04 08:06:00
534;A;2018-01-06 04:50:00;2018-01-06 04:15:00
534;B1;2018-01-06 05:12:00;2018-01-06 05:49:00
534;C;2018-01-06 17:53:00;2018-01-07 14:39:00
534;D1;2018-01-07 19:22:00;2018-01-07 18:13:00
535;A;2017-04-13 13:48:00;2017-04-13 05:57:00
535;B1;2017-04-13 05:49:00;2017-04-13 03:01:00
535;C;2017-04-10 18:30:00;2017-04-09 21:05:00
535;D1;2017-04-11 06:49:00;2017-04-11 04:52:00
536;A;2017-04-24 16:07:00;2017-04-24 16:31:00
536;B1;2017-04-24 16:20:00;2017-04-24 13:07:00
536;C;2017-04-25 02:13:00;2017-04-24 18:27:00
536;D1;2017-04-19 03:24:00;2017-04-19 03:51:00
537;A;2017-01-07 06:31:00;2017-01-07 10:40:00
537;B1;2017-01-07 11:19:00;2017-01-07 11:06:00
537;C;2017-01-08 04:37:00;2017-01-07 07:27:00
537;D1;2017-01-05 22:55:00;2017-01-06 05:44:00
538;A;2017-02-15 06:33:00;2017-02-15 10:02:00
538;B1;2017-02-15 09:07:00;2017-02-15 11:46:00
538;C;2017-02-15 15:27:00;2017-02-15 09:25:00
538;D1;2017-02-15 12:35:00;2017-02-15 14:27:00
539;A;2017-06-15 09:54:00;2017-06-15 19:09:00
539;B1;2017-06-15 16:53:00;2017-06-15 18:39:00
539;C;2017-06-17 14:53:00;2017-06-17 22:56:00
539;D1;2017-06-20 14:07:00;2017-06-20 17:16:00
540;A;2017-01-24 12:01:00;2017-01-24 09:44:00
540;B1;2017-01-24 10:26:00;2017-01-24 05:50:00
540;C;2017-01-24 23:11:00;2017-01-26 22:39:00
540;D1;2017-01-31 17:27:00;2017-01-31 22:13:00
541;A;2017-05-04 11:54:00;2017-05-04 09:42:00
541;B1;2017-05-04 06:40:00;2017-05-04 06:38:00
541;C;2017-05-02 19:45:00;2017-05-03 15:41:00
541;D1;2017-05-03 21:43:00;2017-05-03 21:24:00
542;A;2017-11-13 00:06:00;2017-11-13 05:49:00
542;B1;2017-11-13 05:57:00;2017-11-13 10:30:00
542;C;2017-11-11 14:11:00;2017-11-11 15:17:00
542;D1;2017-11-10 12:43:00;2017-11-10 12:15:00
543;A;2017-11-29 07:25:00;2017-11-29 18:29:00
543;B1;2017-11-29 19:05:00;2017-11-29 19:06:00
543;C;2017-12-01 07:38:00;2017-11-29 03:59:00
543;D1;2017-11-27 23:58:00;2017-11-28 00:39:00
544;A;2017-01-26 10:33:00;2017-01-25 02:04:00
544;B1;2017-01-25 01:57:00;2017-01-25 01:11:00
544;C;2017-01-25 23:16:00;2017-01-24 17:07:00
544;D1;2017-01-20 09:18:00;2017-01-20 06:10:00
545;A;2017-01-09 04:35:00;2017-01-09 14:26:00
545;B1;2017-01-09 19:49:00;2017-01-09 21:22:00
545;C;2017-01-10 12:04:00;2017-01-10 16:22:00
545;D1;2017-01-14 11:51:00;2017-01-14 10:01:00
546;A;2017-03-23 11:33:00;2017-03-23 11:43:00
546;B1;2017-03-23 12:28:00;2017-03-23 11:15:00
546;C;2017-03-21 12:05:00;2017-03-21 23:57:00
546;D1;2017-03-21 22:43:00;2017-03-21 23:44:00
547;A;2017-09-12 12:10:00;2017-09-14 04:34:00
547;B1;2017-09-13 21:45:00;2017-09-13 21:20:00
547;C;2017-09-12 03:27:00;2017-09-12 21:50:00
547;D1;2017-09-14 13:34:00;2017-09-15 02:13:00
548;A;2017-07-31 11:37:00;2017-07-30 11:54:00
548;B1;2017-07-30 08:29:00;2017-07-30 08:02:00
548;C;2017-07-30 06:11:00;2017-07-29 04:37:00
548;D1;2017-07-28 16:44:00;2017-07-28 16:49:00
549;A;2017-04-30 06:55:00;2017-05-01 06:15:00
549;B1;2017-05-01 06:10:00;2017-05-01 07:17:00
549;C;2017-04-30 17:15:00;2017-05-01 05:39:00
549;D1;2017-04-29 20:03:00;2017-04-29 16:13:00
550;A;2017-11-29 11:04:00;2017-11-29 08:43:00
550;B1;2017-11-29 09:26:00;2017-11-29 11:16:00
550;C;2017-11-28 22:09:00;2017-11-28 18:10:00
550;D1;2017-11-28 12:23:00;2017-11-28 08:20:00
551;A;2017-05-10 01:21:00;2017-05-10 02:36:00
551;B1;2017-05-10 01:48:00;2017-05-10 05:06:00
551;C;2017-05-11 23:28:00;2017-05-12 11:20:00
551;D1;2017-05-12 17:44:00;2017-05-12 18:14:00
552;A;2017-02-28 02:43:00;2017-02-28 00:19:00
552;B1;2017-02-28 03:21:00;2017-02-28 07:24:00
552;C;2017-03-01 06:14:00;2017-02-28 03:26:00
552;D1;2017-02-28 14:45:00;2017-02-28 16:49:00
553;A;2017-03-06 10:56:00;2017-03-06 08:55:00
553;B1;2017-03-06 07:48:00;2017-03-06 11:07:00
553;C;2017-03-05 18:44:00;2017-03-06 07:55:00
553;D1;2017-03-08 07:14:00;2017-03-08 06:27:00
554;A;2017-03-01 20:58:00;2017-03-02 17:45:00
554;B1;2017-03-02 23:56:00;2017-03-02 23:28:00
554;C;2017-03-04 03:04:00;2017-03-05 09:26:00
554;D1;2017-03-06 04:19:00;2017-03-06 03:16:00
555;A;2017-11-27 19:32:00;2017-11-27 18:48:00
555;B1;2017-11-27 21:35:00;2017-11-28 04:03:00
555;C;2017-11-28 19:14:00;2017-11-27 22:46:00
555;D1;2017-11-30 12:17:00;2017-11-30 18:56:00
556;A;2017-01-02 16:46:00;2017-01-02 16:09:00
556;B1;2017-01-02 19:05:00;2017-01-02 21:53:00
556;C;2017-01-04 02:13:00;2017-01-04 05:39:00
556;D1;2017-01-04 12:42:00;2017-01-04 13:32:00
557;A;2017-05-21 05:07:00;2017-05-21 08:11:00
557;B1;2017-05-21 05:29:00;2017-05-21 07:39:00
557;C;2017-05-20 15:21:00;2017-05-19 23:57:00
557;D1;2017-05-18 19:15:00;2017-05-19 06:00:00
558;A;2017-01-01 02:21:00;2017-01-01 05:12:00
558;B1;2017-01-01 03:54:00;2017-01-01 09:21:00
558;C;2017-01-03 20:54:00;2017-01-03 03:04:00
558;D1;2017-01-03 11:50:00;2017-01-03 10:55:00
559;A;2017-06-28 07:44:00;2017-06-27 17:43:00
559;B1;2017-06-27 16:59:00;2017-06-27 16:41:00
559;C;2017-06-28 00:31:00;2017-06-28 03:03:00
559;D1;2017-06-27 05:40:00;2017-06-27 10:50:00
560;A;2017-04-09 11:57:00;2017-04-09 09:25:00
560;B1;2017-04-09 09:01:00;2017-04-09 17:10:00
560;C;2017-04-08 16:17:00;2017-04-10 22:06:00
560;D1;2017-04-11 23:12:00;2017-04-11 21:15:00
561;A;2017-06-09 11:04:00;2017-06-09 18:05:00
561;B1;2017-06-09 18:57:00;2017-06-09 20:08:00
561;C;2017-06-08 14:02:00;2017-06-08 15:25:00
561;D1;2017-06-09 22:35:00;2017-06-09 13:14:00
562;A;2017-02-26 08:32:00;2017-02-25 23:47:00
562;B1;2017-02-26 01:22:00;2017-02-26 00:40:00
562;C;2017-02-25 21:57:00;2017-02-26 05:15:00
562;D1;2017-02-25 19:03:00;2017-02-26 07:05:00
563;A;2017-06-10 12:42:00;2017-06-10 14:19:00
563;B1;2017-06-10 14:19:00;2017-06-10 19:44:00
563;C;2017-06-10 11:21:00;2017-06-09 09:06:00
563;D1;2017-06-13 07:36:00;2017-06-13 05:58:00
564;A;2017-06-16 20:34:00;2017-06-16 09:16:00
564;B1;2017-06-16 12:05:00;2017-06-16 14:26:00
564;C;2017-06-16 15:44:00;2017-06-16 16:56:00
564;D1;2017-06-19 14:21:00;2017-06-19 09:12:00
565;A;2017-08-25 01:51:00;2017-08-25 11:19:00
565;B1;2017-08-25 10:58:00;2017-08-25 12:32:00
565;C;2017-08-26 08:18:00;2017-08-26 04:34:00
565;D1;2017-08-26 02:05:00;2017-08-26 08:44:00
566;A;2018-02-04 23:57:00;2018-02-05 08:03:00
566;B1;2018-02-05 07:22:00;2018-02-05 05:56:00
566;C;2018-02-06 01:25:00;2018-02-07 18:24:00
566;D1;2018-02-10 05:57:00;2018-02-10 09:00:00
567;A;2017-02-21 18:40:00;2017-02-21 18:36:00
567;B1;2017-02-21 13:41:00;2017-02-21 12:02:00
567;C;2017-02-24 21:46:00;2017-02-25 10:46:00
567;D1;2017-02-28 00:52:00;2017-02-28 01:15:00
568;A;2017-01-06 17:49:00;2017-01-06 23:35:00
568;B1;2017-01-06 23:24:00;2017-01-06 22:19:00
568;C;2017-01-05 19:28:00;2017-01-06 00:51:00
568;D1;2017-01-03 15:14:00;2017-01-03 16:38:00
569;A;2017-02-13 04:27:00;2017-02-13 22:57:00
569;B1;2017-02-13 23:43:00;2017-02-13 23:19:00
